Id,origen,destino,num_demandas,ruta_primaria,distancia_primaria,atenuacion_primaria,osnr_primaria,latencia e2e primaria,ruta_secundaria,distancia_secundaria,atenuacion_secundaria,osnr_secundaria,latencia e2e secundaria,Tipo,Estado,Tiempo,CPU,Memoria
135,30,8,1,"[30, 25, 18, 14, 10, 8]",600.0,32.2,3.8,4.0,,,,,,U,OK,1.0113461017608643,2.4,223.890625
136,30,9,1,"[30, 18, 14, 10, 9]",650.0,34.5,1.0,4.0,,,,,,U,OK,1.008542776107788,0.0,223.890625
137,30,10,1,"[30, 25, 18, 14, 10]",500.0,26.8,3.8,3.3,,,,,,U,OK,1.0099263191223145,5.9,223.890625
138,30,13,1,"[30, 25, 23, 13]",500.0,26.6,3.8,3.1,,,,,,U,OK,1.0112528800964355,5.9,223.890625
139,30,14,1,"[30, 25, 18, 14]",400.0,21.4,3.8,2.6,,,,,,U,OK,1.0104010105133057,3.5,223.890625
140,30,18,1,"[30, 18]",300.0,15.8,1.0,1.7,,,,,,U,OK,1.010300874710083,3.6,223.890625
141,30,21,1,"[30, 25, 23, 13, 21]",600.0,32.0,3.8,3.8,,,,,,U,OK,1.0078537464141846,2.4,223.890625
142,30,23,1,"[30, 25, 23]",250.0,13.3,3.8,1.6,,,,,,U,OK,1.0086488723754883,11.0,223.890625
143,30,25,1,"[30, 25]",200.0,10.6,3.8,1.2,,,,,,U,OK,1.006113052368164,1.2,223.890625
144,30,26,1,"[30, 25, 23, 26]",400.0,21.2,1.0,2.6,,,,,,U,OK,1.0082957744598389,2.4,223.890625
